old_url,evidence,replacement,status,reason
/host-tools/pool-rental-earnings-calculator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",/p/earnings-calculator,404,"genuine equivalent exists (/p/earnings-calculator) but NO traffic, impression or backlink evidence exists for THIS legacy URL (GSC is keyed by content_pages.slug and holds no /host-tools/ entries); internal link removed, URL left 404"
/host-tools/pool-rental-price-index,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-rental-profit,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-roi-calculator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-rules,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",/p/pool-rules-generator,404,"genuine equivalent exists (/p/pool-rules-generator) but NO traffic, impression or backlink evidence exists for THIS legacy URL (GSC is keyed by content_pages.slug and holds no /host-tools/ entries); internal link removed, URL left 404"
/host-tools/pool-safety-checklist,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-shade-calculator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-volume-calculator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-water-chemistry,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-water-usage,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-welcome-sign,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/pool-wifi-qr,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",/p/qr-code-generator,404,"genuine equivalent exists (/p/qr-code-generator) but NO traffic, impression or backlink evidence exists for THIS legacy URL (GSC is keyed by content_pages.slug and holds no /host-tools/ entries); internal link removed, URL left 404"
/host-tools/private-pool-pricing-calculator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/review-response-generator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/seasonality,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/seasonality-calculator,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/social-media-calendar,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/social-media-content-calendar,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
/host-tools/swim-lesson-pricing,"route deleted 8eac8996 (lived 2026-05-02..05-08, 6 days) | never emitted in any sitemap (verified across all commits) | no content_pages row; no GSC snapshot entry",(none),404,no equivalent page and no traffic/backlink evidence for this URL; left 404
