url,family,sitemap_src,status,num_redirects,final_url,x_robots,meta_robots,canonical,canonical_self,title,h1_count,ld_types,bytes,placeholder_flags
https://www.poolrentalnearme.com/p/accessibility,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/accessibility,,,https://www.poolrentalnearme.com/p/accessibility,Y,Accessibility at Pool Rental Near Me | Pools for Everyone,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",43077,nan
https://www.poolrentalnearme.com/p/accessibility-features-inclusive-pools,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/accessibility-features-inclusive-pools,,,https://www.poolrentalnearme.com/p/accessibility-features-inclusive-pools,Y,Inclusive Pool Design: Accessibility Features for 2025 Pools,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",54330,nan
https://www.poolrentalnearme.com/p/accessible-pool-design-innovations-for-inclusivity,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/accessible-pool-design-innovations-for-inclusivity,,,https://www.poolrentalnearme.com/p/accessible-pool-design-innovations-for-inclusivity,Y,Accessible Pool Design Innovations for Inclusivity in 2025,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",53669,nan
https://www.poolrentalnearme.com/p/accessible-pool-design-seniors-disabilities,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/accessible-pool-design-seniors-disabilities,,,https://www.poolrentalnearme.com/p/accessible-pool-design-seniors-disabilities,Y,Accessible Pool Design Trends 2025: Seniors &amp; Disabilities,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",56877,nan
https://www.poolrentalnearme.com/p/accesstopoolrentals,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/accesstopoolrentals,,,https://www.poolrentalnearme.com/p/accesstopoolrentals,Y,Easy Access to Pool Rentals Near You,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",50810,nan
https://www.poolrentalnearme.com/p/accokeek-md,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/accokeek-md,,,https://www.poolrentalnearme.com/p/accokeek-md,Y,Accokeek MD Pool Rentals &amp; Hosting,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47447,nan
https://www.poolrentalnearme.com/p/additional-items,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/additional-items,,,https://www.poolrentalnearme.com/p/additional-items,Y,2025 Pool Design Trends: Essential Pool Rental Items,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",54784,nan
https://www.poolrentalnearme.com/p/affordable-pool-makeover-ideas-budget-friendly-upgrades,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/affordable-pool-makeover-ideas-budget-friendly-upgrades,,,https://www.poolrentalnearme.com/p/affordable-pool-makeover-ideas-budget-friendly-upgrades,Y,Affordable Pool Makeover Ideas: Budget-Friendly Upgrades,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",52114,nan
https://www.poolrentalnearme.com/p/after-heavy-rain,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/after-heavy-rain,,,https://www.poolrentalnearme.com/p/after-heavy-rain,Y,Pool care after heavy rain or storm (2026),1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",57522,nan
https://www.poolrentalnearme.com/p/after-storm-pool-recovery,cms/other,/sitemap-pages-blog.xml,200,0,https://www.poolrentalnearme.com/p/after-storm-pool-recovery,,,https://www.poolrentalnearme.com/p/after-storm-pool-recovery,Y,After-Storm Pool Recovery: Restoring a Pool Fast,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",73934,nan
https://www.poolrentalnearme.com/p/age-by-age-guide-to-kids-swim-classes,event-guide,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/age-by-age-guide-to-kids-swim-classes,,,https://www.poolrentalnearme.com/p/age-by-age-guide-to-kids-swim-classes,Y,Age-by-Age Guide to Kids Swim Classes: When to Start Swim,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",57192,nan
https://www.poolrentalnearme.com/p/ai-cameras-pool-safety-drowning-prevention,event-guide,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/ai-cameras-pool-safety-drowning-prevention,,,https://www.poolrentalnearme.com/p/ai-cameras-pool-safety-drowning-prevention,Y,AI Cameras for Pool Safety and Drowning Prevention,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",53198,nan
https://www.poolrentalnearme.com/p/ai-listing-generator,cms/other,/sitemap-static.xml,200,0,https://www.poolrentalnearme.com/p/ai-listing-generator,,,https://www.poolrentalnearme.com/p/ai-listing-generator,Y,AI pool listing generator: turn one photo into a booking-ready listing | Pool Rental Near Me,1,"AggregateRating,Answer,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ListItem,Organization,Question,SearchAction,WebSit",43474,nan
https://www.poolrentalnearme.com/p/aiken-sc,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/aiken-sc,,,https://www.poolrentalnearme.com/p/aiken-sc,Y,Aiken SC Private Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46396,nan
https://www.poolrentalnearme.com/p/airbnb-vs-pool-rental-near-me,comparison,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/airbnb-vs-pool-rental-near-me,,,https://www.poolrentalnearme.com/p/airbnb-vs-pool-rental-near-me,Y,Airbnb vs Pool Rental Near Me — Which Earns More?,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",53838,nan
https://www.poolrentalnearme.com/p/akron,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/akron,,,https://www.poolrentalnearme.com/p/akron,Y,Akron Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",45602,nan
https://www.poolrentalnearme.com/p/alamo-ca,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/alamo-ca,,,https://www.poolrentalnearme.com/p/alamo-ca,Y,"Alamo, CA — Private Pool Rentals",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46619,nan
https://www.poolrentalnearme.com/p/albany,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/albany,,,https://www.poolrentalnearme.com/p/albany,Y,Albany Pool Rentals — Host &amp; Rent Private Pools,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",48196,nan
https://www.poolrentalnearme.com/p/albuquerque,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/albuquerque,,,https://www.poolrentalnearme.com/p/albuquerque,Y,Albuquerque Pool Rentals | Host a Private Pool,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47265,nan
https://www.poolrentalnearme.com/p/aledo-tx,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/aledo-tx,,,https://www.poolrentalnearme.com/p/aledo-tx,Y,"Aledo, TX Private Pool Rentals",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46675,nan
https://www.poolrentalnearme.com/p/alexandria,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/alexandria,,,https://www.poolrentalnearme.com/p/alexandria,Y,Rent Your Private Pool in Alexandria | Pool Rental Near Me,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46770,nan
https://www.poolrentalnearme.com/p/all-locations,cms/other,/sitemap-static.xml,200,0,https://www.poolrentalnearme.com/p/all-locations,,,https://www.poolrentalnearme.com/p/all-locations,Y,Pool Rentals Near Me — Book a Private Pool by the Hour from $25,1,"AggregateRating,ContactPoint,EntryPoint,Organization,SearchAction,WebSite",3017381,nan
https://www.poolrentalnearme.com/p/allen,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/allen,,,https://www.poolrentalnearme.com/p/allen,Y,Pools for Rent in Allen,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47424,nan
https://www.poolrentalnearme.com/p/allentown,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/allentown,,,https://www.poolrentalnearme.com/p/allentown,Y,"Pool Rental Allentown, PA — Private Pools by the Hour",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46686,nan
https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool,,,https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool,Y,Nudity at Your Pool: A Host&#x27;s Guide for Pool Rental Owners,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",55308,nan
https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool-australia,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool-australia,,,https://poolrentalnearme.com.au/p/allowing-nudity-at-your-pool-australia,N,Nudity at Your Pool: A Guide for Australian Hosts,2,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",57273,nan
https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool-canada,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool-canada,,,https://poolrentalnearme.ca/p/allowing-nudity-at-your-pool-canada,N,Nudity at Your Pool: A Guide for Canadian Hosts,2,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",56414,nan
https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool-uk,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/allowing-nudity-at-your-pool-uk,,,https://poolrentalnearme.co.uk/p/allowing-nudity-at-your-pool-uk,N,Nudity at Your Pool: A Guide for UK Pool Hosts,2,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",59667,nan
https://www.poolrentalnearme.com/p/alpharetta,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/alpharetta,,,https://www.poolrentalnearme.com/p/alpharetta,Y,Alpharetta Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47496,nan
https://www.poolrentalnearme.com/p/alpine-ut,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/alpine-ut,,,https://www.poolrentalnearme.com/p/alpine-ut,Y,"Alpine, UT Pool Rentals &amp; Hosting",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",45918,nan
https://www.poolrentalnearme.com/p/alton-il,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/alton-il,,,https://www.poolrentalnearme.com/p/alton-il,Y,"Private Pool Rentals in Alton, IL",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",45918,nan
https://www.poolrentalnearme.com/p/alvarado-tx,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/alvarado-tx,,,https://www.poolrentalnearme.com/p/alvarado-tx,Y,"Alvarado, TX Pool Rentals | Rent Your Private Pool",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47634,nan
https://www.poolrentalnearme.com/p/amarillo,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/amarillo,,,https://www.poolrentalnearme.com/p/amarillo,Y,Amarillo Pool Rentals — Host &amp; Earn,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46605,nan
https://www.poolrentalnearme.com/p/american-cities-with-pools,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/american-cities-with-pools,,,https://www.poolrentalnearme.com/p/american-cities-with-pools,Y,The 25 American Cities With the Most Swimming Pools 2026,2,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",54025,nan
https://www.poolrentalnearme.com/p/anaheim,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/anaheim,,,https://www.poolrentalnearme.com/p/anaheim,Y,Anaheim Private Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46571,nan
https://www.poolrentalnearme.com/p/anchorage,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/anchorage,,,https://www.poolrentalnearme.com/p/anchorage,Y,Anchorage Pool Rentals — Private Pools Nearby,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",48006,nan
https://www.poolrentalnearme.com/p/ann-arbor,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/ann-arbor,,,https://www.poolrentalnearme.com/p/ann-arbor,Y,Ann Arbor Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46678,nan
https://www.poolrentalnearme.com/p/annapolis,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/annapolis,,,https://www.poolrentalnearme.com/p/annapolis,Y,"Pool Rental Annapolis, MD — Rent a Private Pool by the Hour",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46962,nan
https://www.poolrentalnearme.com/p/annapolis-neck-md,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/annapolis-neck-md,,,https://www.poolrentalnearme.com/p/annapolis-neck-md,Y,Annapolis Neck MD Private Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",45151,nan
https://www.poolrentalnearme.com/p/anti-discrimination-policy,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/anti-discrimination-policy,,,https://www.poolrentalnearme.com/p/anti-discrimination-policy,Y,Pool Rental Near Me Anti-Discrimination Policy,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",52152,nan
https://www.poolrentalnearme.com/p/antidis,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/antidis,,,https://www.poolrentalnearme.com/p/antidis,Y,2025 Pool Design Trends: Boost Your Earnings with Modern,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",54272,nan
https://www.poolrentalnearme.com/p/appleton,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/appleton,,,https://www.poolrentalnearme.com/p/appleton,Y,Appleton Pool Rentals — Host &amp; Earn,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",45667,nan
https://www.poolrentalnearme.com/p/aprende-a-rentar-tu-alberca,cms/other,/sitemap-pages-spanish.xml,200,0,https://www.poolrentalnearme.com/p/aprende-a-rentar-tu-alberca,,,https://www.poolrentalnearme.com/p/aprende-a-rentar-tu-alberca,Y,Guia para Rentar Tu Alberca y Ganar,2,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",43539,nan
https://www.poolrentalnearme.com/p/arcadia-ok,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/arcadia-ok,,,https://www.poolrentalnearme.com/p/arcadia-ok,Y,Arcadia OK Pool Rentals &amp; Hosting,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46934,nan
https://www.poolrentalnearme.com/p/ardmore-pa,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/ardmore-pa,,,https://www.poolrentalnearme.com/p/ardmore-pa,Y,"Ardmore, PA Pool Rentals &amp; Hosting Guide",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46928,nan
https://www.poolrentalnearme.com/p/arizonasmostfamouspoolinphoenix,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/arizonasmostfamouspoolinphoenix,,,https://www.poolrentalnearme.com/p/arizonasmostfamouspoolinphoenix,Y,Rent Arizona&#x27;s Most Famous Pool in Phoenix by the Hour,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",50497,nan
https://www.poolrentalnearme.com/p/arlington,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/arlington,,,https://www.poolrentalnearme.com/p/arlington,Y,Arlington Private Pool Rentals,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46686,nan
https://www.poolrentalnearme.com/p/artondale-wa,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/artondale-wa,,,https://www.poolrentalnearme.com/p/artondale-wa,Y,"Artondale, WA Private Pool Rentals",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46867,nan
https://www.poolrentalnearme.com/p/ashburn-va,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/ashburn-va,,,https://www.poolrentalnearme.com/p/ashburn-va,Y,Ashburn VA Private Pool Rentals | Host &amp; Book,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47656,nan
https://www.poolrentalnearme.com/p/asheville,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/asheville,,,https://www.poolrentalnearme.com/p/asheville,Y,Asheville Pool Rentals &amp; Hosting,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46276,nan
https://www.poolrentalnearme.com/p/atascocita-tx,host-acq-city,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/atascocita-tx,,,https://www.poolrentalnearme.com/p/atascocita-tx,Y,"Private Pool Rentals in Atascocita, TX",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",47181,nan
https://www.poolrentalnearme.com/p/athens,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/athens,,,https://www.poolrentalnearme.com/p/athens,Y,Host Your Pool in Athens | Pool Rental Near Me,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",44591,nan
https://www.poolrentalnearme.com/p/atlanta,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/atlanta,,,https://www.poolrentalnearme.com/p/atlanta,Y,"Pool Rental Atlanta, GA — Rent a Private Pool by the Hour",1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46704,nan
https://www.poolrentalnearme.com/p/atlantaga,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/atlantaga,,,https://www.poolrentalnearme.com/p/atlantaga,Y,2025 Pool Design Trends Guide: Atlanta,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",54307,nan
https://www.poolrentalnearme.com/p/attracting-influencers-pool-rental,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/attracting-influencers-pool-rental,,,https://www.poolrentalnearme.com/p/attracting-influencers-pool-rental,Y,Attracting Influencers for Your Pool Rental - Pool Rental,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",54208,nan
https://www.poolrentalnearme.com/p/auburn,cms/other,/sitemap-pages-articles.xml,200,0,https://www.poolrentalnearme.com/p/auburn,,,https://www.poolrentalnearme.com/p/auburn,Y,Auburn Pool Rentals &amp; Hosting,1,"AggregateRating,Answer,Article,BreadcrumbList,ContactPoint,EntryPoint,FAQPage,ImageObject,ListItem,Organization,Person,Q",46038,nan
